,APT_ICAO,YEAR,MONTH_NUM,FLT_MEAN,FLT_MEAN_DEP,FLT_MEAN_ARR
396,LSZH,2024,1,585.9032258064516,292.5806451612903,293.3225806451613
397,LSZH,2024,2,601.8965517241379,301.0344827586207,300.86206896551727
398,LSZH,2024,3,637.9354838709677,319.0967741935484,318.83870967741933
399,LSZH,2024,4,722.0666666666667,360.73333333333335,361.3333333333333
400,LSZH,2024,5,757.483870967742,378.5483870967742,378.93548387096774
401,LSZH,2024,6,779.3666666666667,389.73333333333335,389.6333333333333
402,LSZH,2024,7,782.0322580645161,390.9032258064516,391.1290322580645
403,LSZH,2024,8,769.1290322580645,384.5483870967742,384.5806451612903
404,LSZH,2024,9,786.8666666666667,393.06666666666666,393.8
405,LSZH,2024,10,763.4193548387096,381.7741935483871,381.64516129032256
406,LSZH,2024,11,634.0333333333333,317.3333333333333,316.7
407,LSZH,2024,12,641.9677419354839,320.51612903225805,321.4516129032258
408,LTAI,2023,1,212.7741935483871,106.25806451612904,106.51612903225806
409,LTAI,2023,2,216.32142857142858,107.85714285714286,108.46428571428571
410,LTAI,2023,3,244.48387096774192,122.51612903225806,121.96774193548387
411,LTAI,2023,4,512.4666666666667,255.86666666666667,256.6
412,LTAI,2023,5,677.0,338.4193548387097,338.5806451612903
413,LTAI,2023,6,913.3,456.56666666666666,456.73333333333335
414,LTAI,2023,7,1027.6451612903227,513.7096774193549,513.9354838709677
415,LTAI,2023,8,1032.1935483870968,516.2258064516129,515.9677419354839
416,LTAI,2023,9,938.1333333333333,468.73333333333335,469.4
417,LTAI,2023,10,812.8387096774194,406.5483870967742,406.2903225806452
418,LTAI,2023,11,340.53333333333336,169.73333333333332,170.8
419,LTAI,2023,12,244.83870967741936,122.45161290322581,122.38709677419355
420,LTAI,2024,1,234.29032258064515,116.96774193548387,117.3225806451613
421,LTAI,2024,2,230.75862068965517,114.86206896551724,115.89655172413794
422,LTAI,2024,3,290.6774193548387,145.80645161290323,144.8709677419355
423,LTAI,2024,4,507.56666666666666,253.83333333333334,253.73333333333332
424,LTAI,2024,5,750.7096774193549,375.6774193548387,375.03225806451616
425,LTAI,2024,6,973.8,486.93333333333334,486.8666666666667
426,LTAI,2024,7,1037.4516129032259,518.7741935483871,518.6774193548387
427,LTAI,2024,8,1036.741935483871,518.2903225806451,518.4516129032259
428,LTAI,2024,9,944.5333333333333,472.53333333333336,472.0
429,LTAI,2024,10,841.1935483870968,420.5806451612903,420.61290322580646
430,LTAI,2024,11,382.7,190.96666666666667,191.73333333333332
431,LTAI,2024,12,239.32258064516128,119.83870967741936,119.48387096774194
432,LTFJ,2023,1,552.8064516129032,276.5806451612903,276.2258064516129
433,LTFJ,2023,2,538.3571428571429,269.0357142857143,269.32142857142856
434,LTFJ,2023,3,549.1612903225806,274.80645161290323,274.35483870967744
435,LTFJ,2023,4,576.6666666666666,288.3,288.3666666666667
436,LTFJ,2023,5,604.0967741935484,302.1290322580645,301.96774193548384
437,LTFJ,2023,6,654.7666666666667,327.8666666666667,326.9
438,LTFJ,2023,7,661.3225806451613,330.4516129032258,330.8709677419355
439,LTFJ,2023,8,672.4516129032259,336.2258064516129,336.2258064516129
440,LTFJ,2023,9,641.5333333333333,320.8,320.73333333333335
441,LTFJ,2023,10,618.7096774193549,308.2258064516129,310.48387096774195
442,LTFJ,2023,11,579.2333333333333,289.8333333333333,289.4
443,LTFJ,2023,12,607.0,303.16129032258067,303.83870967741933
444,LTFJ,2024,1,596.4516129032259,298.2258064516129,298.2258064516129
445,LTFJ,2024,2,619.6551724137931,309.6896551724138,309.9655172413793
446,LTFJ,2024,3,586.2903225806451,293.64516129032256,292.64516129032256
447,LTFJ,2024,4,639.1666666666666,319.7,319.46666666666664
448,LTFJ,2024,5,631.5806451612904,315.6774193548387,315.9032258064516
449,LTFJ,2024,6,678.6,339.3333333333333,339.26666666666665
450,LTFJ,2024,7,668.9354838709677,334.38709677419354,334.5483870967742
451,LTFJ,2024,8,671.741935483871,335.83870967741933,335.9032258064516
452,LTFJ,2024,9,632.8,315.9,316.9
453,LTFJ,2024,10,623.3225806451613,311.4516129032258,311.8709677419355
454,LTFJ,2024,11,650.8333333333334,324.8666666666667,325.96666666666664
455,LTFJ,2024,12,663.8709677419355,331.7741935483871,332.0967741935484
456,LTFM,2023,1,1245.4516129032259,622.4516129032259,623.0
457,LTFM,2023,2,1269.4642857142858,634.5,634.9642857142857
458,LTFM,2023,3,1262.774193548387,631.6451612903226,631.1290322580645
459,LTFM,2023,4,1349.0333333333333,674.6333333333333,674.4
460,LTFM,2023,5,1412.741935483871,706.0322580645161,706.7096774193549
461,LTFM,2023,6,1477.0333333333333,738.5666666666667,738.4666666666667
462,LTFM,2023,7,1488.8709677419354,744.8709677419355,744.0
463,LTFM,2023,8,1517.2903225806451,759.0322580645161,758.258064516129
464,LTFM,2023,9,1485.9666666666667,742.7,743.2666666666667
465,LTFM,2023,10,1390.258064516129,694.6451612903226,695.6129032258065
466,LTFM,2023,11,1295.4333333333334,647.5333333333333,647.9
467,LTFM,2023,12,1304.6129032258063,652.0,652.6129032258065
468,LTFM,2024,1,1308.032258064516,653.9354838709677,654.0967741935484
469,LTFM,2024,2,1305.9310344827586,652.8965517241379,653.0344827586207
470,LTFM,2024,3,1314.1935483870968,657.1290322580645,657.0645161290323
471,LTFM,2024,4,1419.3666666666666,709.7,709.6666666666666
472,LTFM,2024,5,1432.258064516129,716.0967741935484,716.1612903225806
473,LTFM,2024,6,1496.9666666666667,748.7666666666667,748.2
474,LTFM,2024,7,1488.1935483870968,743.5806451612904,744.6129032258065
475,LTFM,2024,8,1500.258064516129,750.2903225806451,749.9677419354839
476,LTFM,2024,9,1480.8,740.1666666666666,740.6333333333333
477,LTFM,2024,10,1364.3548387096773,682.2903225806451,682.0645161290323
478,LTFM,2024,11,1339.1666666666667,669.4333333333333,669.7333333333333
479,LTFM,2024,12,1362.2903225806451,680.6774193548387,681.6129032258065
